eu_sdg,dimension,dimension_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2010,111258,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2011,103999,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2012,88353,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2013,94626,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2014,70618,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2015,66468,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2016,63371,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2017,60773,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2018,62914,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2019,48580,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2020,36279,
11_52,YLL,Premature death -Years of life lost,NR,Number,BE,Belgium,2021,47218,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2005,208117,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2007,185400,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2008,206705,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2009,179986,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2010,169470,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2011,217359,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2012,169578,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2013,150211,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2014,153423,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2015,154276,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2016,145007,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2017,139287,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2018,129430,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2019,106663,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2020,107990,
11_52,YLL,Premature death -Years of life lost,NR,Number,BG,Bulgaria,2021,99805,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2005,144464,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2007,99936,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2008,107306,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2009,117363,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2010,137588,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2011,130646,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2012,117022,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2013,123951,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2014,113921,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2015,102054,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2016,99084,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2017,103580,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2018,114509,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2019,77681,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2020,68723,
11_52,YLL,Premature death -Years of life lost,NR,Number,CZ,Czechia,2021,86260,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2005,32916,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2007,30508,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2008,26958,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2009,25868,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2010,28856,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2011,38335,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2012,21846,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2013,19718,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2014,27780,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2015,20505,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2016,18505,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2017,14807,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2018,23400,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2019,18735,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2020,11270,
11_52,YLL,Premature death -Years of life lost,NR,Number,DK,Denmark,2021,13004,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2005,752066,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2007,567034,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2008,623793,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2009,722527,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2010,785998,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2011,730027,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2012,571739,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2013,634007,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2014,582287,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2015,528647,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2016,483880,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2017,475708,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2018,510635,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2019,364836,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2020,296215,
11_52,YLL,Premature death -Years of life lost,NR,Number,DE,Germany,2021,332987,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2005,9169,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2007,7706,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2008,5467,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2009,3341,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2010,5284,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2011,4285,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2012,3984,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2013,3684,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2014,4824,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2015,2580,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2016,1548,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2017,842,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2018,2664,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2019,941,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2020,682,
11_52,YLL,Premature death -Years of life lost,NR,Number,EE,Estonia,2021,1121,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2005,7324,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2007,3805,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2008,9071,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2009,8883,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2010,11791,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2011,9003,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2012,7264,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2013,9977,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2014,9511,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2015,4434,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2016,5304,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2017,3198,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2018,7402,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2019,7161,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2020,5827,
11_52,YLL,Premature death -Years of life lost,NR,Number,IE,Ireland,2021,5490,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2005,169677,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2007,135893,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2008,144699,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2009,147930,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2010,130390,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2011,141696,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2012,129883,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2013,127563,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2014,105134,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2015,128087,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2016,129932,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2017,207414,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2018,116707,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2019,94734,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2020,86492,
11_52,YLL,Premature death -Years of life lost,NR,Number,EL,Greece,2021,98036,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2005,373114,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2007,356898,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2008,279837,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2009,283486,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2010,225271,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2011,244601,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2012,226622,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2013,184724,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2014,178411,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2015,238740,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2016,195891,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2017,216494,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2018,163880,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2019,165485,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2020,164580,
11_52,YLL,Premature death -Years of life lost,NR,Number,ES,Spain,2021,153571,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2005,461628,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2007,415699,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2008,437319,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2009,498740,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2010,511515,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2011,514246,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2012,445698,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2013,436229,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2014,285373,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2015,332071,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2016,290446,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2017,266559,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2018,265284,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2019,217384,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2020,176208,
11_52,YLL,Premature death -Years of life lost,NR,Number,FR,France,2021,214183,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2005,71404,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2007,57255,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2008,55038,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2009,58853,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2010,59367,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2011,64956,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2012,46091,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2013,44759,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2014,40789,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2015,47602,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2016,53886,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2017,47546,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2018,48568,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2019,36410,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2020,40403,
11_52,YLL,Premature death -Years of life lost,NR,Number,HR,Croatia,2021,37171,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2005,748349,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2007,643670,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2008,614881,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2009,611571,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2010,551462,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2011,703461,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2012,621089,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2013,588675,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2014,490532,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2015,603795,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2016,518044,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2017,535793,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2018,473138,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2019,425504,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2020,464352,
11_52,YLL,Premature death -Years of life lost,NR,Number,IT,Italy,2021,415377,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2005,11945,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2007,9391,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2008,10862,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2009,8579,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2010,9085,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2011,9772,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2012,11107,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2013,6679,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2014,6821,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2015,7184,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2016,5895,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2017,6283,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2018,5769,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2019,6161,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2020,6082,
11_52,YLL,Premature death -Years of life lost,NR,Number,CY,Cyprus,2021,6650,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2005,31307,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2007,19067,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2008,28854,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2009,20379,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2010,24234,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2011,17472,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2012,17731,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2013,18610,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2014,21276,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2015,14614,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2016,14349,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2017,10251,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2018,16362,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2019,11414,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2020,9139,
11_52,YLL,Premature death -Years of life lost,NR,Number,LV,Latvia,2021,14297,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2005,39792,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2007,33338,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2008,38060,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2009,26568,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2010,38039,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2011,31779,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2012,27310,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2013,29325,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2014,33409,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2015,23946,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2016,23620,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2017,16418,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2018,23593,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2019,21721,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2020,15947,
11_52,YLL,Premature death -Years of life lost,NR,Number,LT,Lithuania,2021,21791,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2005,3038,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2007,2358,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2008,2758,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2009,3378,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2010,3319,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2011,2832,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2012,2470,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2013,3011,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2014,2286,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2015,2347,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2016,2136,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2017,1790,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2018,1747,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2019,1084,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2020,811,
11_52,YLL,Premature death -Years of life lost,NR,Number,LU,Luxembourg,2021,889,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2005,215698,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2007,161331,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2008,161287,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2009,167049,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2010,165837,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2011,199316,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2012,146116,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2013,135317,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2014,127457,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2015,147724,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2016,132619,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2017,142740,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2018,138808,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2019,98816,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2020,103175,
11_52,YLL,Premature death -Years of life lost,NR,Number,HU,Hungary,2021,112354,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2005,3731,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2007,3221,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2008,2690,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2009,2955,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2010,2362,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2011,2860,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2012,2055,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2013,2012,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2014,1947,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2015,2244,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2016,1857,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2017,2018,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2018,2374,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2019,2299,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2020,1723,
11_52,YLL,Premature death -Years of life lost,NR,Number,MT,Malta,2021,2201,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2005,134595,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2007,117366,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2008,129385,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2009,131534,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2010,138040,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2011,136866,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2012,97699,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2013,103389,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2014,98419,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2015,83766,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2016,72639,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2017,72000,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2018,80451,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2019,65862,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2020,49803,
11_52,YLL,Premature death -Years of life lost,NR,Number,NL,Netherlands,2021,59027,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2005,77970,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2007,60736,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2008,66023,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2009,65764,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2010,76326,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2011,77038,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2012,58966,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2013,64295,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2014,48357,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2015,51370,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2016,43152,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2017,43574,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2018,52145,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2019,38017,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2020,30609,
11_52,YLL,Premature death -Years of life lost,NR,Number,AT,Austria,2021,32325,
11_52,YLL,Premature death -Years of life lost,NR,Number,PL,Poland,2005,539023,
11_52,YLL,Premature death -Years of life lost,NR,Number,PL,Poland,2006,,
11_52,YLL,Premature death -Years of life lost,NR,Number,PL,Poland,2007,469857,
11_52,YLL,Premature death -Years of life lost,NR,Number,PL,Poland,2008,525792,
11_52,YLL,Premature death -Years of life lost,NR,Number,PL,Poland,2009,543986,
11_52,YLL,Premature death -Years of life lost,NR,Number,PL,Poland,2010,684809,
11_52,YLL,Premature death -Years of life lost,NR,Number,PL,Poland,2011,663728,
